Make,Model,Miles,Year,Exterior Color,Interior Color,Other Info,Price
Chevrolet,Colorado,"11,198 miles",2018,Gray,Black,"No accidents, 1 Owner, Personal use","$35,990 "
Dodge,Ram 3500,"141,740 miles",2010,White,Gray,"No accidents, 1 Owner, Personal use","$25,995 "
Toyota,Tacoma,"15,821 miles",2019,Black,Gray,"No accidents, 1 Owner, Personal use","$37,990 "
Jeep,Gladiator,"9,126 miles",2020,Gray,Black,"No accidents, 1 Owner, Personal use","$42,100 "
Jeep,Gladiator,"3,844 miles",2020,Gray,Black,"No accidents, 2 Owners, Personal use","$43,000 "
Ford,Super Duty F-350,"17,077 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$74,599 "
Nissan,Titan,"168,535 miles",2012,Black,Black,"1 accident, 2 Owners, Personal use","$14,880 "
Chevrolet,Silverado 2500HD,"142,753 miles",2015,White,Black,"No accidents, 1 Owner, Personal use","$33,500 "
Toyota,Tacoma,"23,613 miles",2019,Black,Gray,"No accidents, 2 Owners, Personal use","$35,990 "
Toyota,Tundra,"1,570 miles",2019,Red,Gray,"No accidents, 1 Owner, Personal use","$46,590 "
Ford,F-150,"169,504 miles",2011,Unknown,Gray,"1 accident, 2 Owners, Personal use","$12,199 "
Ford,Super Duty F-550,"42,738 miles",2018,White,Gray,"No accidents, 1 Owner, Personal use","$50,995 "
Ford,F-150,"96,434 miles",2015,Black,Gray,"No accidents, 1 Owner, Personal use","$18,987 "
Chevrolet,Silverado 1500,"89,716 miles",2017,Silver,Black,"No accidents, 1 Owner, Personal use","$30,635 "
Toyota,Tacoma,"2,709 miles",2016,Red,Gray,"No accidents, 1 Owner, Personal use","$37,990 "
Nissan,Titan,"22,817 miles",2017,Blue,Black,"No accidents, 1 Owner, Personal use","$37,680 "
Ram,1500,"58,728 miles",2016,Gray,Gray,"No accidents, 1 Owner, Personal use","$23,880 "
Chevrolet,Silverado 3500HD,630 miles,2019,White,Black,"No accidents, 1 Owner, Personal use","$57,500 "
Nissan,Titan,"22,689 miles",2019,Red,Black,"No accidents, 1 Owner, Personal use","$36,990 "
Ford,F-150,"118,155 miles",2013,Silver,Unknown,"No accidents, 1 Owner, Personal use",
Ford,F-150,"13,638 miles",2019,Black,Black,"No accidents, 1 Owner, Personal use","$38,576 "
Ram,2500,"5,603 miles",2018,White,Black,"No accidents, 1 Owner, Personal use","$48,280 "
Chevrolet,Colorado,"14,093 miles",2019,Silver,Black,"No accidents, 1 Owner, Personal use","$30,990 "
GMC,Sierra 2500HD,"86,606 miles",2016,White,Black,"No accidents, 1 Owner, Personal use","$26,230 "
Ford,Ranger,"277,411 miles",2005,White,Unknown,"No accidents, 4 Owners, Personal use","$2,300 "
Ram,1500,"42,975 miles",2019,Black,Black,"No accidents, 1 Owner, Personal use","$39,405 "
Ford,F-150,"76,406 miles",2017,White,Unknown,"No accidents, 1 Owner, Fleet use","$23,950 "
Ford,F-150,"73,250 miles",2016,White,Gray,"2 accidents, 2 Owners, Personal use","$24,888 "
GMC,Sierra 1500,"7,304 miles",2020,Black,Black,"No accidents, 1 Owner, Personal use","$55,997 "
Ford,F-150,"60,293 miles",2017,Gray,Black,"No accidents, 1 Owner, Personal use","$51,488 "
Ram,1500,"36,296 miles",2018,Gray,Gray,"No accidents, 1 Owner, Personal use","$28,956 "
Ford,F-150,"30,322 miles",2018,Gray,Unknown,"No accidents, 2 Owners, Personal use","$37,995 "
Ford,F-150,"22,904 miles",2018,White,Blue,"No accidents, Personal use","$49,995 "
Chevrolet,Silverado 1500,"103,001 miles",2018,White,Black,"No accidents, 1 Owner, Personal use","$28,995 "
Chevrolet,Silverado 1500,"17,868 miles",2019,Blue,Black,"No accidents, 1 Owner, Personal use","$53,990 "
Ford,F-150,"36,882 miles",2018,Blue,Gray,"No accidents, 1 Owner, Personal use","$37,990 "
Chevrolet,Colorado,"15,187 miles",2017,Blue,Black,"No accidents, 2 Owners, Fleet use","$23,990 "
Nissan,Titan,"27,662 miles",2018,White,Black,"No accidents, 2 Owners, Personal use","$33,990 "
Ram,1500,"17,435 miles",2019,Red,Black,"No accidents, 1 Owner, Personal use","$41,990 "
Toyota,Tacoma,"24,126 miles",2019,White,Gray,"No accidents, 1 Owner, Personal use","$36,990 "
Ford,F-150,525 miles,2018,Red,Gray,"No accidents, 1 Owner, Personal use","$31,990 "
Ram,1500,"14,629 miles",2018,Black,Gray,"No accidents, 1 Owner, Personal use","$34,990 "
Ford,F-150,"18,554 miles",2018,Red,Black,"No accidents, 1 Owner, Personal use","$39,590 "
Toyota,Tacoma,"15,072 miles",2019,Gray,Gray,"No accidents, 1 Owner, Personal use","$40,990 "
Ford,F-150,"14,874 miles",2017,Brown,Gray,"No accidents, 2 Owners, Fleet use","$42,590 "
Toyota,Tacoma,"16,258 miles",2019,White,Gray,"No accidents, 1 Owner, Personal use","$40,990 "
Chevrolet,Silverado 1500,"16,458 miles",2017,Gray,Black,"No accidents, 1 Owner, Fleet use","$36,990 "
Ford,F-150,"15,036 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$24,240 "
Chevrolet,Colorado,"2,570 miles",2020,White,Black,"No accidents, 1 Owner, Personal use","$26,990 "
Toyota,Tacoma,"74,202 miles",2016,Gray,Gray,"No accidents, 3 Owners, Personal use","$30,590 "
Toyota,Tundra,"99,151 miles",2013,Silver,Black,"No accidents, 2 Owners, Personal use","$24,990 "
Ram,1500,"13,846 miles",2018,Silver,Gray,"No accidents, 1 Owner, Personal use","$37,590 "
Ram,1500 Classic,454 miles,2019,White,Black,"No accidents, 1 Owner, Personal use","$30,990 "
Ford,F-150,"56,877 miles",2017,Blue,Black,"No accidents, 1 Owner, Personal use","$31,790 "
Toyota,Tacoma,"19,644 miles",2018,Red,Gray,"No accidents, 1 Owner, Personal use","$31,990 "
Ram,1500,"25,731 miles",2017,Red,Beige,"No accidents, 1 Owner, Personal use","$42,990 "
Ford,F-150,"24,176 miles",2016,Black,Black,"No accidents, 2 Owners, Fleet use","$32,990 "
Nissan,Titan,"16,200 miles",2019,Black,Brown,"No accidents, 1 Owner, Personal use","$44,990 "
Ford,F-150,"24,159 miles",2017,Blue,Gray,"No accidents, 2 Owners, Personal use","$38,590 "
Ford,F-150,"17,627 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$35,990 "
Toyota,Tacoma,"4,697 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$40,990 "
Ford,F-150,"37,899 miles",2015,Gray,Gray,"No accidents, 1 Owner, Personal use","$29,990 "
Chevrolet,Colorado,"12,445 miles",2018,Green,Black,"No accidents, 2 Owners, Personal use","$30,990 "
Nissan,Titan XD,"6,937 miles",2019,Red,Black,"No accidents, 1 Owner, Personal use","$41,990 "
GMC,Sierra 1500,"8,299 miles",2016,Black,Black,"No accidents, 1 Owner, Personal use","$36,990 "
Ram,1500,"36,004 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$27,995 "
Toyota,Tacoma,"171,558 miles",2014,White,Unknown,"No accidents, 3 Owners, Fleet use","$9,995 "
Ford,Super Duty F-250,"31,006 miles",2019,Blue,Gray,"No accidents, 1 Owner, Personal use","$42,988 "
Ram,1500,"30,534 miles",2017,Blue,Gray,"No accidents, 1 Owner, Personal use","$28,400 "
GMC,Sierra 2500HD,"86,606 miles",2016,White,Black,"No accidents, 1 Owner, Personal use","$26,230 "
Nissan,Titan,"99,734 miles",2010,Unknown,Black,"No accidents, 2 Owners, Personal use","$15,995 "
Dodge,Ram 3500,"141,740 miles",2010,White,Gray,"No accidents, 1 Owner, Personal use","$25,995 "
Ford,Super Duty F-350,"14,398 miles",2017,White,Black,"No accidents, 2 Owners, Personal use","$58,372 "
Ram,1500,"27,971 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$30,990 "
GMC,Sierra 2500HD,"36,768 miles",2018,White,Black,"No accidents, 1 Owner, Personal use","$42,500 "
Ram,1500,"38,011 miles",2017,White,Black,"No accidents, Personal use","$36,350 "
Chevrolet,Colorado,"30,186 miles",2017,Black,Black,"No accidents, 1 Owner, Personal use","$34,750 "
Toyota,Tacoma,"2,788 miles",2019,White,Unknown,"No accidents, 1 Owner, Personal use","$41,990 "
Chevrolet,Express Commercial Cutaway,17 miles,2014,White,Beige,"No accidents, 1 Owner, Fleet use","$22,999 "
Ford,Super Duty F-250,"28,242 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$55,895 "
Ford,F-150,"72,972 miles",2015,White,Unknown,"1 accident, 2 Owners, Personal use","$25,887 "
Ford,Super Duty F-350,"59,529 miles",2017,White,Gray,"No accidents, Personal use","$39,895 "
Ford,F-150,"5,569 miles",2019,Red,Black,"No accidents, 1 Owner, Fleet use","$42,990 "
Ford,Econoline Commercial Cutaway,"105,553 miles",2011,White,Black,"1 accident, 2 Owners, Personal use","$12,995 "
Ram,2500,"32,104 miles",2018,White,Gray,"No accidents, 1 Owner, Personal use","$35,499 "
Chevrolet,Silverado 1500,"99,216 miles",2014,Gray,Black,"1 accident, 4 Owners, Personal use","$19,950 "
Ford,Ranger,"17,367 miles",2019,Silver,Black,"No accidents, 2 Owners, Personal use","$37,590 "
Chevrolet,Silverado 3500HD,"22,082 miles",2017,White,Black,"No accidents, 1 Owner, Personal use","$39,999 "
Chevrolet,Avalanche,"137,548 miles",2008,Blue,Gray,"No accidents, 2 Owners, Personal use","$11,999 "
Toyota,Tacoma,"47,839 miles",2016,Blue,Gray,"No accidents, 1 Owner, Personal use","$26,999 "
Ford,Super Duty F-350,"166,469 miles",2007,Green,Beige,"No accidents, 3 Owners, Fleet use","$7,000 "
Ford,F-150,"265,000 miles",2001,Beige,Unknown,"No accidents, 2 Owners, Personal use","$4,988 "
Ram,1500 Classic,"29,490 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$25,988 "
Chevrolet,Colorado,"9,112 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$36,990 "
Ford,F-150,"13,868 miles",2019,Black,Beige,"No accidents, 1 Owner, Personal use","$55,950 "
Nissan,Frontier,"28,273 miles",2019,White,Unknown,"No accidents, 1 Owner, Personal use","$24,397 "
Chevrolet,Silverado 2500HD,"151,037 miles",2008,Red,Unknown,"1 accident, 1 Owner, Personal use","$14,333 "
GMC,Sierra 1500,"7,304 miles",2020,Black,Black,"No accidents, 1 Owner, Personal use","$55,997 "
Honda,Ridgeline,"60,274 miles",2014,White,Unknown,"No accidents, 1 Owner, Personal use","$21,677 "
Ford,F-150,"134,733 miles",2017,Gray,Gray,"No accidents, 2 Owners, Fleet use","$19,990 "
Chevrolet,Silverado 1500,"107,000 miles",2015,White,Brown,"No accidents, 2 Owners, Personal use","$27,355 "
Chevrolet,Silverado 1500,"81,712 miles",2018,Silver,Black,"No accidents, 1 Owner, Personal use","$32,220 "
GMC,Sierra 1500,"7,246 miles",2019,Silver,Black,"No accidents, 1 Owner, Personal use","$42,590 "
Toyota,Tacoma,"15,838 miles",2019,Beige,Black,"No accidents, 1 Owner, Personal use","$39,990 "
Ford,Super Duty F-350,"67,077 miles",2016,White,Unknown,"No accidents, 1 Owner, Personal use","$33,995 "
Dodge,Ram 1500,"171,881 miles",2005,Red,Gray,"1 accident, 5 Owners, Personal use","$7,990 "
GMC,Sierra 2500HD,"36,768 miles",2018,White,Black,"No accidents, 1 Owner, Personal use","$42,500 "
GMC,Sierra 2500HD,"53,205 miles",2018,White,Black,"No accidents, 1 Owner, Fleet use","$28,995 "
Ford,Econoline Commercial Cutaway,"188,208 miles",2007,White,Unknown,"No accidents, 3 Owners, Fleet use","$4,995 "
Ford,Super Duty F-250,"23,013 miles",2019,White,Gray,"No accidents, 2 Owners, Fleet use","$42,000 "
Ford,Super Duty F-250,"122,933 miles",2014,White,Unknown,"No accidents, 1 Owner, Fleet use","$17,995 "
Ram,1500,"120,787 miles",2011,White,Unknown,"No accidents, 3 Owners, Personal use","$13,300 "
Ford,Super Duty F-250,"66,312 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$40,000 "
Toyota,Tacoma,"2,788 miles",2019,White,Unknown,"No accidents, 1 Owner, Personal use","$41,990 "
Toyota,Tundra,"1,231 miles",2020,Brown,Black,"No accidents, Personal use","$49,165 "
Ram,1500,"79,343 miles",2017,Gray,Gray,"No accidents, 1 Owner, Personal use","$20,900 "
Ram,1500,"51,116 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$41,997 "
Chevrolet,Silverado 1500,"135,424 miles",2014,White,Black,"No accidents, 1 Owner, Fleet use","$9,998 "
Ram,1500,"3,174 miles",2019,Silver,Black,"No accidents, 1 Owner, Personal use","$48,990 "
Toyota,Tacoma,"11,662 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$48,990 "
Nissan,Titan,"68,321 miles",2013,Black,Black,"No accidents, 4 Owners, Fleet use","$14,999 "
Toyota,Tacoma,"3,415 miles",2019,Silver,Black,"No accidents, 1 Owner, Personal use","$38,590 "
Ram,3500,"11,403 miles",2019,White,Unknown,"No accidents, Personal use","$46,058 "
Chevrolet,Silverado 1500,"47,625 miles",2013,White,Gray,"No accidents, 2 Owners, Personal use","$30,976 "
Dodge,Ram 2500,"407,892 miles",2006,Tan,Gray,"No accidents, 3 Owners, Personal use","$11,350 "
Ram,1500,"96,729 miles",2015,Blue,Black,"No accidents, Personal use","$26,500 "
Ford,F-150,"169,504 miles",2011,Unknown,Gray,"1 accident, 2 Owners, Personal use","$12,199 "
Toyota,Tacoma,"18,507 miles",2019,Gray,Unknown,"No accidents, 1 Owner, Personal use","$38,999 "
Chevrolet,Colorado,"13,145 miles",2019,White,Black,"No accidents, Personal use","$31,979 "
Chevrolet,Silverado 1500,"94,887 miles",2014,Blue,Black,"1 accident, 2 Owners, Personal use","$24,988 "
Ford,F-150,"75,066 miles",2012,White,Unknown,"No accidents, 2 Owners, Personal use","$33,490 "
GMC,Canyon,"25,674 miles",2019,Black,Black,"No accidents, 1 Owner, Personal use","$25,874 "
Ram,1500 Classic,"16,910 miles",2019,White,Black,"No accidents, 1 Owner, Fleet use","$30,434 "
Ford,F-150,"8,887 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$37,990 "
Chevrolet,Silverado 1500,"125,191 miles",2002,White,Gray,"1 accident, 4 Owners, Personal use","$7,991 "
Chevrolet,Colorado,"21,768 miles",2017,Red,Black,"No accidents, 1 Owner, Personal use","$33,990 "
Nissan,Titan,"168,535 miles",2012,Black,Black,"1 accident, 2 Owners, Personal use","$14,880 "
Chevrolet,Silverado 1500,"20,851 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$44,990 "
Ford,F-150,"23,954 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$46,193 "
Chevrolet,Silverado 2500HD,"195,740 miles",2007,White,Unknown,"No accidents, 1 Owner, Personal use","$6,988 "
Ram,1500,"52,020 miles",2016,Gray,Black,"No accidents, 1 Owner, Personal use","$27,599 "
Ford,Super Duty F-350,"13,251 miles",2018,Unknown,Gray,"No accidents, 1 Owner, Personal use","$44,999 "
Ram,1500,"115,275 miles",2015,Silver,Beige,"No accidents, 1 Owner, Personal use","$24,495 "
Chevrolet,Silverado 1500,"81,808 miles",2014,White,Black,"No accidents, 2 Owners, Fleet use","$22,732 "
Ram,1500,"120,725 miles",2012,Silver,Gray,"1 accident, 5 Owners, Personal use","$14,867 "
Ford,Super Duty F-250,"16,434 miles",2019,White,Unknown,"No accidents, 1 Owner, Personal use","$38,990 "
Ford,F-150,"21,530 miles",2013,Black,Black,"No accidents, 1 Owner, Personal use","$43,990 "
Chevrolet,Silverado 2500HD,"161,223 miles",2009,White,Gray,"No accidents, 3 Owners, Fleet use","$14,995 "
Ford,F-150,"38,500 miles",2018,Gray,Black,"No accidents, 1 Owner, Personal use","$33,689 "
Ford,F-150,"14,898 miles",2018,Red,Gray,"No accidents, 1 Owner, Personal use","$30,995 "
Ram,1500,"36,987 miles",2017,White,Gray,"No accidents, 2 Owners, Personal use","$20,000 "
Chevrolet,Silverado 1500,"20,648 miles",2019,Gray,Black,"No accidents, Personal use","$49,500 "
Ford,Super Duty F-350,"120,013 miles",2016,Maroon,Unknown,"No accidents, Personal use","$36,337 "
Chevrolet,Silverado 2500HD,"85,554 miles",2016,Silver,Black,"No accidents, 2 Owners, Personal use","$29,996 "
Ford,F-150,"10,338 miles",2020,White,Black,"No accidents, 1 Owner, Personal use","$46,995 "
Chevrolet,Silverado 1500,"9,419 miles",2018,White,Unknown,"No accidents, Personal use","$31,977 "
Chevrolet,Silverado 1500,"4,954 miles",2020,Red,Black,"No accidents, 1 Owner, Personal use","$48,000 "
Ford,F-150,"97,631 miles",2017,Brown,Beige,"No accidents, 1 Owner, Personal use","$30,000 "
Ram,1500,"115,275 miles",2015,Silver,Beige,"No accidents, 1 Owner, Personal use","$24,495 "
Chevrolet,Colorado,"35,208 miles",2017,White,Black,"No accidents, 1 Owner, Personal use","$33,477 "
Ram,1500,"38,200 miles",2016,White,Gray,"No accidents, 1 Owner, Personal use","$21,400 "
Ford,Super Duty F-250,"84,161 miles",2013,White,Gray,"No accidents, Personal use","$25,944 "
Ford,F-150,"42,251 miles",2018,Red,Black,"No accidents, 1 Owner, Personal use","$41,557 "
Chevrolet,Colorado,"67,121 miles",2017,Gray,Black,"No accidents, 1 Owner, Personal use","$30,684 "
Toyota,Tacoma,"34,308 miles",2018,Unknown,Gray,"No accidents, 1 Owner, Personal use","$36,904 "
Ram,1500,"22,345 miles",2018,Red,Gray,"No accidents, 1 Owner, Personal use","$35,999 "
Ford,F-150,"35,205 miles",2018,Gray,Gray,"No accidents, 2 Owners, Personal use","$35,250 "
Ram,1500,"43,725 miles",2015,Gray,Black,"No accidents, Personal use","$30,350 "
Chevrolet,Silverado 1500,"14,234 miles",2019,Silver,Black,"No accidents, 1 Owner, Personal use","$49,500 "
Ford,Super Duty F-550,"131,212 miles",2011,White,Gray,"No accidents, 2 Owners, Personal use","$19,900 "
Honda,Ridgeline,"21,655 miles",2019,Silver,Gray,"No accidents, 1 Owner, Personal use","$31,990 "
Chevrolet,Silverado 1500,"12,480 miles",2019,White,Unknown,"No accidents, 1 Owner, Personal use","$39,900 "
Ford,Super Duty F-350,"17,375 miles",2019,White,Unknown,"No accidents, Personal use","$49,995 "
Ford,F-150,"35,353 miles",2017,Brown,Black,"No accidents, 1 Owner, Personal use","$42,479 "
Ram,1500,"30,597 miles",2015,Black,Black,"No accidents, 1 Owner, Personal use","$31,990 "
Ford,Super Duty F-250,"129,933 miles",2015,White,Gray,"No accidents, 1 Owner, Fleet use","$17,995 "
GMC,Sierra 3500HD,"82,225 miles",2015,White,Black,"No accidents, Personal use","$29,995 "
Ford,F-150,"34,909 miles",2018,Black,Gray,"No accidents, Personal use","$36,983 "
Ford,F-150,"16,889 miles",2019,Silver,Gray,"No accidents, Personal use","$40,074 "
Ford,F-150,"24,176 miles",2016,Black,Black,"No accidents, 2 Owners, Fleet use","$32,990 "
Ford,F-150,"8,957 miles",2018,White,Gray,"No accidents, 1 Owner, Personal use","$41,990 "
Ram,1500,"24,849 miles",2017,Silver,Gray,"No accidents, Personal use","$27,350 "
Ford,F-150,"82,985 miles",2017,Gray,Gray,"No accidents, 1 Owner, Personal use","$29,590 "
Chevrolet,Silverado 3500HD,"41,829 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$57,897 "
Ford,Super Duty F-350,"80,556 miles",2017,White,Unknown,"No accidents, Personal use","$33,995 "
Jeep,Gladiator,"25,579 miles",2020,Black,Black,"No accidents, 1 Owner, Personal use","$41,590 "
Ford,Ranger,"15,369 miles",2019,Silver,Black,"No accidents, 1 Owner, Personal use","$31,990 "
Ram,1500,"35,147 miles",2019,Black,Black,"No accidents, 1 Owner, Personal use","$45,990 "
Toyota,Tacoma,"15,838 miles",2019,Beige,Black,"No accidents, 1 Owner, Personal use","$39,990 "
Ford,F-150,"35,309 miles",2018,Beige,Gray,"No accidents, 1 Owner, Personal use","$39,590 "
Nissan,Frontier,"24,186 miles",2018,White,Gray,"No accidents, 1 Owner, Fleet use","$18,440 "
Chevrolet,Colorado,"13,943 miles",2017,Gray,Black,"No accidents, 2 Owners, Personal use","$29,990 "
Chevrolet,Colorado,"7,540 miles",2018,Blue,Black,"No accidents, 1 Owner, Personal use","$35,990 "
Ford,F-150,"34,375 miles",2017,Red,Gray,"No accidents, 1 Owner, Personal use","$37,590 "
Ford,F-150,"41,856 miles",2017,White,Unknown,"No accidents, 1 Owner, Personal use","$21,980 "
Ford,F-150,"21,289 miles",2018,Black,Black,"No accidents, 1 Owner, Personal use","$37,990 "
Ford,F-150,"36,966 miles",2017,White,Black,"No accidents, 1 Owner, Personal use","$29,990 "
Toyota,Tacoma,"56,123 miles",2009,Gray,Gray,"No accidents, 1 Owner, Personal use","$21,990 "
Ford,F-150,"29,722 miles",2018,Silver,Gray,"No accidents, 2 Owners, Personal use","$35,990 "
Chevrolet,Silverado 1500,"17,068 miles",2019,Blue,Black,"No accidents, 1 Owner, Personal use","$50,990 "
Nissan,Titan,"30,607 miles",2017,Black,Black,"No accidents, 1 Owner, Personal use","$38,990 "
Chevrolet,Colorado,"47,201 miles",2017,Black,Black,"No accidents, 1 Owner, Personal use","$28,990 "
